ID,Number of words in title,American name?,View count
3675,8,1,2600000,
3676,4,1,728000,
3677,8,0,1000000,
3678,6,1,1800000,
3679,6,1,957000,
3680,3,1,1300000,
3681,4,1,2100000,
3682,5,1,1700000,
3683,4,1,12000000,
3684,4,1,999000,
3685,6,1,8500000,
3686,8,0,3300000,
3687,6,1,1100000,
3688,9,1,2500000,
3689,7,1,1000000,
3690,5,1,1200000,
3691,4,1,3100000,
3692,4,1,814000,
3693,5,0,673000,
3694,3,1,1200000,
3695,7,1,904000,
3696,6,1,1100000,
3697,6,1,1100000,
3698,8,0,2600000,
3699,5,1,8199999,
3700,4,1,2200000,
3701,11,0,1700000,
3702,10,1,7300,
3703,3,1,14000,
3704,2,1,6100,
3705,5,1,5000,
3706,4,1,14000,
3707,2,0,5700,
3708,5,0,18000,
3709,6,1,8100,
3710,5,0,1000000,
3711,11,1,569000,
3712,9,1,1700000,
3713,6,1,2500000,
3714,4,0,2500000,
3715,4,1,102000,
3716,7,1,1100000,
3717,5,0,1300000,
3718,8,1,679000,
3719,3,1,1000000,
3720,6,1,1000000,
3721,8,0,2200000,
3722,4,0,2400000,
3723,3,1,1300000,
3724,6,1,1200000,
3725,5,0,3000000,
3726,8,1,1400000,
3727,5,0,1600000,
3728,7,1,1200000,
3729,5,1,798000,
3730,3,1,1300000,
3731,4,1,1000000,
3732,7,1,861000,
3733,6,0,816000,
3734,10,0,1500000,
3735,8,1,1000000,
3736,9,1,2300000,
3737,8,1,2600000,
3738,6,1,1600000,
3739,2,1,1900000,
3740,5,1,8300000,
3741,8,1,2900000,
3742,6,1,1800000,
3743,5,1,881000,
3744,7,1,7800000,
3745,5,1,4700000,
3746,2,1,2800000,
3747,9,1,4600000,
3748,6,0,1700000,
3749,4,1,2600000,
3750,12,0,4300000,
3751,5,1,5600000,
3752,6,1,874000,
3753,2,0,733000,
3754,6,0,1400000,
3755,4,1,1100000,
3756,4,1,3100000,
3757,10,1,1700000,
3758,4,0,31000000,
3759,8,1,2000000,
3760,9,1,1300000,
3761,6,1,740000,
3762,4,1,1300000,
3763,4,1,832000,
3764,3,1,1500000,
3765,3,1,1200000,
3766,5,1,2800000,
3767,7,1,440000,
3768,7,0,2300000,
3769,6,1,28000000,
3770,3,1,748000,
3771,9,1,2200000,
3772,8,1,4099999,
3773,7,1,104000,
3774,5,1,4000000,
3775,5,1,5300000,
3776,6,1,2800000,
3777,8,1,1100000,
3778,5,1,1300000,
3779,4,1,8500000,
3780,5,0,1800000,
3781,5,1,1900000,
3782,5,1,1600000,
3783,5,1,5400000,
3784,7,0,803000,
3785,5,0,1800000,
3786,3,1,1700000,
3787,3,0,2700000,
3788,8,1,870000,
3789,1,1,1000000,
3790,5,1,1100000,
3791,4,0,1100000,
3792,9,1,1800000,
3793,5,1,957000,
3794,9,1,1300000,
3795,4,1,1200000,
3796,6,1,738000,
3797,6,1,858000,
3798,5,1,1500000,
3799,5,1,34000000,
3800,4,1,5300000,
3801,3,0,3500000,
3802,6,1,1300000,
3803,3,1,5600000,
3804,6,1,1200000,
3805,8,1,2200000,
3806,6,1,2200000,
3807,10,1,5000000,
3808,5,1,1300000,
3809,7,1,782000,
3810,2,0,2300000,
3811,6,1,1400000,
3812,5,1,2600000,
3813,5,0,2600000,
3814,5,0,210000,
3815,6,0,8900000,
3816,8,0,1800000,
3817,6,1,766000,
3818,3,1,2300000,
3819,6,1,3200000,
3820,6,1,1400000,
3821,5,1,1400000,
3822,5,1,2100000,
3823,5,1,5200000,
3824,6,1,2100000,
3825,6,1,1900000,
3826,6,1,1400000,
3827,7,1,607000,
3828,5,1,1300000,
3829,6,1,1300000,
3830,7,0,617000,
3831,8,1,4600000,
3832,5,1,2700000,
3833,5,1,1700000,
3834,5,1,2100000,
3835,6,1,1400000,
3836,12,1,3100000,
3837,2,1,690000,
3838,8,0,1500000,
3839,7,0,1700000,
3840,8,1,1900000,
3841,6,1,815000,
3842,6,0,14000000,
3843,6,1,1500000,
3844,6,1,5000000,
3845,6,1,1000000,
3846,7,1,1600000,
3847,3,0,1500000,
3848,8,1,1200000,
3849,1,1,5400000,
3850,6,1,6000000,
3851,8,0,524000,
3852,5,0,1100000,
3853,5,1,162000,
3854,8,1,2600000,
3855,6,1,352000,
3856,6,1,1000000,
3857,2,0,4700000,
3858,7,0,1600000,
3859,3,1,2700000,
3860,7,1,1600000,
3861,3,1,2800000,
3862,3,1,1900000,
3863,7,1,2100000,
3864,7,1,212000,
3865,3,0,2100000,
3866,3,1,1400000,
3867,4,1,2100000,
3868,3,0,1300000,
3869,5,1,9100000,
3870,4,1,1200000,
3871,7,1,12000000,
3872,6,0,11000000,
3873,7,1,25000000,
3874,6,1,2400000,
3875,4,1,1500000,
3876,2,1,1200000,
3877,5,1,3200000,
3878,4,1,4500000,
3879,7,0,5800000,
3880,5,1,459000,
3881,7,1,2900000,
3882,4,1,1500000,
3883,2,1,541000,
3884,5,1,13000000,
3885,4,1,862000,
3886,3,1,1800000,
3887,5,0,2000000,
3888,7,0,908000,
3889,8,1,2500000,
3890,6,0,3600000,
3891,5,1,5200000,
3892,4,1,950000,
3893,6,1,822000,
3894,8,1,1300000,
3895,4,1,1200000,
3896,5,1,3200000,
3897,5,0,15000000,
3898,1,1,1500000,
3899,9,1,1500000,
3900,7,1,1500000,
3901,5,0,3400000,
3902,4,1,1800000,
3903,9,1,2600000,
3904,4,1,1300000,
3905,7,1,1100000,
3906,7,1,368000,
3907,8,1,7100000,
3908,7,1,1100000,
3909,8,0,1100000,
3910,7,1,1100000,
3911,1,1,1400000,
3912,5,1,2900000,
3913,3,1,1600000,
3914,2,0,1900000,
3915,7,0,1400000,
3916,4,1,683000,
3917,5,1,1500000,
3918,4,1,8200,
3919,3,1,93000,
3920,6,1,8200,
3921,7,0,5800,
3922,8,1,48000,
3923,3,1,11000,
3924,6,1,10000,
3925,5,1,16000,
3926,4,0,11000,
3927,7,0,6200,
3928,5,1,5200,
3929,1,1,6500,
3930,5,1,10000,
3931,5,0,8100,
3932,7,1,3800,
3933,7,1,2800000,
3934,4,1,170000,
3935,4,1,1600000,
3936,8,1,1000000,
3937,3,1,1200000,
3938,6,1,948000,
3939,5,1,150000,
3940,5,0,23000000,
3941,4,1,7800000,
3942,9,1,1400000,
3943,4,0,1100000,
3944,8,1,885000,
3945,6,0,1900000,
3946,4,1,1700000,
3947,7,1,2100000,
3948,8,1,3000000,
3949,9,1,1500000,
3950,9,1,5200000,
3951,9,1,7300000,
3952,7,1,2500000,
3953,5,0,2700000,
3954,7,1,4099999,
3955,6,1,5100000,
3956,3,1,464000,
3957,8,1,7900000,
3958,4,1,12000000,
3959,9,1,798000,
3960,6,0,3700000,
3961,1,1,1400000,
3962,7,1,52000,
3963,6,1,1700000,
3964,4,1,1800000,
3965,6,1,848000,
3966,4,0,980000,
3967,9,1,1900000,
3968,10,1,1300000,
3969,3,0,2100000,
3970,8,1,19000000,
3971,7,1,1200000,
3972,4,1,2800000,
3973,3,1,1000000,
3974,5,0,1200000,
3975,6,0,668000,
3976,4,1,1000000,
3977,3,1,52000,
3978,4,1,2000000,
3979,7,1,1900000,
3980,9,0,557000,
3981,8,0,1000000,
3982,5,0,1500000,
3983,4,0,3100000,
3984,7,1,1300000,
3985,5,1,2600000,
3986,6,0,1100000,
3987,6,1,7000000,
3988,5,1,523000,
3989,3,1,1700000,
3990,6,1,1100000,
3991,4,1,6100000,
3992,7,0,1200000,
3993,8,1,1200000,
3994,5,1,38000000,
3995,7,1,3200000,
3996,6,1,1300000,
3997,6,1,952000,
3998,7,1,13000000,
3999,5,0,586000,
4000,6,1,1000000,
4001,4,0,1100000,
4002,7,1,2400000,
4003,4,1,1800000,
4004,8,1,690000,
4005,6,1,798000,
4006,5,0,1000000,
4007,5,1,2500000,
4008,6,1,2100000,
4009,9,1,830000,
4010,3,1,1500000,
4011,3,0,826000,
4012,2,1,1300000,
4013,7,1,640000,
4014,2,1,1000000,
4015,5,1,1900000,
4016,8,1,2100000,
4017,6,1,1100000,
4018,2,0,19000000,
4019,7,0,1400000,
4020,3,1,441000,
4021,6,1,1400000,
4022,6,1,1300000,
4023,9,1,1600000,
4024,6,1,1300000,
4025,4,1,8100000,
4026,4,0,1700000,
4027,5,1,741000,
4028,2,0,2700000,
4029,4,0,1200000,
4030,7,1,1700000,
4031,4,1,1100000,
4032,5,1,1300000,
4033,8,1,3600000,
4034,7,1,5900000,
4035,3,1,4700000,
4036,6,1,2200000,
4037,4,0,2500000,
4038,7,1,2700000,
4039,4,1,1300000,
4040,5,1,8700000,
4041,4,1,722000,
4042,4,1,1100000,
4043,5,1,819000,
4044,4,1,3900000,
4045,5,1,1200000,
4046,7,0,1800000,
4047,4,1,2100000,
4048,4,1,1400000,
4049,8,1,400000,
4050,4,1,901000,
4051,7,1,1100000,
4052,8,1,585000,
4053,8,1,3400000,
4054,7,1,1400000,
4055,8,1,8600000,
4056,10,0,5800000,
4057,2,1,751000,
4058,6,1,563000,
4059,7,0,527000,
4060,8,1,11000000,
4061,3,1,1000000,
4062,7,1,2000000,
4063,9,1,2000000,
4064,3,1,1200000,
4065,5,0,982000,
4066,5,1,779000,
4067,8,1,706000,
4068,1,0,1000000,
4069,4,1,738000,
4070,5,1,1000000,
4071,6,1,1000000,
4072,4,1,1600000,
4073,5,1,599000,
4074,6,1,1600000,
4075,5,0,799000,
4076,4,1,2700000,
4077,6,1,3000000,
4078,2,1,1200000,
4079,9,1,1000000,
4080,5,1,701000,
4081,4,0,1100000,
4082,5,1,842000,
4083,4,1,1200000,
4084,8,1,64000000,
4085,6,1,1200000,
4086,4,0,744000,
4087,4,0,1100000,
4088,9,1,2600000,
4089,6,1,2200000,
4090,8,1,1300000,
4091,5,1,1100000,
4092,5,0,794000,
4093,5,1,1100000,
4094,8,1,1500000,
4095,6,1,1100000,
4096,6,0,645000,
4097,7,1,1600000,
4098,7,1,1300000,
4099,7,0,3700000,
4100,5,0,1800000,
4101,5,1,601000,
4102,7,1,1100000,
4103,7,1,967000,
4104,5,1,1600000,
4105,8,1,1900000,
4106,7,0,1200000,
4107,5,1,1400000,
4108,9,1,1200000,
4109,5,1,1100000,
4110,2,1,559000,
4111,5,0,988000,
4112,6,1,918000,
4113,5,1,2000000,
4114,3,1,1100000,
4115,6,1,27000000,
4116,9,0,976000,
4117,5,1,755000,
4118,9,1,1800000,
4119,7,1,2900000,
4120,3,1,1500000,
4121,6,1,1400000,
4122,8,1,1300000,
4123,3,1,4400000,
4124,3,0,1200000,
4125,5,1,906000,
4126,5,1,5600000,
4127,4,0,880000,
4128,6,1,2800000,
4129,8,1,1400000,
4130,6,1,1700000,
4131,6,1,252000,
4132,6,1,901000,
4133,3,1,954000,
4134,7,0,5600000,
4135,6,1,1400000,
4136,5,0,1700000,
4137,7,1,774000,
4138,6,0,648000,
4139,6,1,1200000,
4140,4,1,3300000,
4141,6,1,2700000,
4142,9,0,916000,
4143,4,1,2800000,
4144,5,1,606000,
4145,9,1,1100000,
4146,5,1,816000,
4147,5,1,811000,
4148,6,1,1800000,
4149,9,1,724000,
4150,7,1,1400000,
4151,6,1,832000,
4152,3,1,927000,
4153,11,1,7600000,
4154,6,0,5300000,
4155,8,1,910000,
4156,4,0,883000,
4157,6,1,1700000,
4158,7,1,1000000,
4159,3,0,2700000,
4160,9,0,4600000,
4161,6,1,1100000,
4162,5,0,2100000,
4163,4,0,789000,
4164,5,0,1300000,
4165,3,0,1000000,
4166,6,1,849000,
4167,5,1,3400000,
4168,5,0,754000,
4169,2,1,1200000,
4170,8,1,1800000,
4171,3,1,717000,
4172,5,1,4200000,
4173,6,1,355000,
4174,5,1,2900000,
4175,6,0,1700000,
4176,3,1,1200000,
4177,5,0,1000000,
4178,9,1,1300000,
4179,4,1,811000,
4180,6,1,722000,
4181,10,1,1700000,
4182,1,1,1200000,
4183,4,1,1000000,
4184,5,1,4200000,
4185,7,1,4700000,
4186,7,1,2000000,
4187,7,1,248000,
4188,8,1,983000,
4189,3,0,1600000,
4190,6,1,681000,
4191,6,1,678000,
4192,6,1,1000000,
4193,7,1,395000,
4194,5,1,583000,
4195,4,1,12000000,
4196,10,0,575000,
4197,6,0,782000,
4198,3,1,3200000,
4199,6,1,1300000,
4200,4,1,978000,
4201,5,1,258000,
4202,1,1,318000,
4203,8,0,1300000,
4204,6,1,990000,
4205,6,1,5800000,
4206,4,0,1300000,
4207,3,0,2600000,
4208,6,1,347000,
4209,3,0,185000,
4210,1,0,1800000,
4211,6,1,6200000,
4212,2,1,902000,
4213,3,0,735000,
4214,5,1,1800000,
4215,4,1,204000,
4216,8,0,1900000,
4217,3,1,3100000,
4218,4,1,2200000,
4219,6,1,703000,
4220,5,0,1200000,
4221,3,1,1700000,
4222,9,1,715000,
4223,3,1,597000,
4224,6,1,3800000,
4225,4,1,1100000,
4226,5,1,924000,
4227,6,1,7200000,
4228,7,1,3300000,
4229,9,0,5000000,
4230,4,1,4500000,
4231,6,1,7100000,
4232,6,1,757000,
4233,4,1,1500000,
4234,5,1,826000,
4235,6,1,1100000,
4236,5,0,2100000,
4237,6,1,1000000,
4238,6,1,1400000,
4239,8,1,1300000,
4240,4,0,5300000,
4241,4,1,3400000,
4242,4,1,981000,
4243,7,0,391000,
4244,7,1,1600000,
4245,5,1,1000000,
4246,7,1,2600000,
4247,1,1,7000000,
4248,5,0,1800000,
4249,4,1,227000,
4250,8,1,381000,
4251,6,1,1400000,
4252,4,0,1300000,
4253,3,0,1400000,
4254,6,1,1700000,
4255,6,1,2400000,
4256,5,1,1500000,
4257,8,1,2700000,
4258,4,1,1100000,
4259,4,0,317000,
4260,2,1,1400000,
4261,1,1,3700000,
4262,7,1,948000,
4263,7,0,701000,
4264,4,1,189000,
4265,3,1,203000,
4266,3,0,16000000,
4267,4,1,3200000,
4268,1,1,1400000,
4269,7,1,3100000,
4270,5,1,1100000,
4271,7,1,26000000,
4272,3,1,958000,
4273,9,1,7100000,
4274,4,1,376000,
4275,5,0,3400000,
4276,4,1,966000,
4277,8,1,1600000,
4278,6,1,5000000,
4279,7,1,7900000,
4280,4,1,30000000,
4281,6,0,5300000,
4282,4,1,1500000,
4283,4,1,1700000,
4284,4,1,273000,
4285,5,1,360000,
4286,4,1,3200000,
4287,3,1,985000,
4288,6,0,1300000,
4289,3,0,1400000,
4290,3,0,1900000,
4291,5,0,633000,
4292,3,1,787000,
4293,7,1,1200000,
4294,5,0,312000,
4295,5,1,876000,
4296,6,1,419000,
4297,10,1,600000,
4298,3,1,342000,
4299,2,0,249000,
4300,6,1,6700000,
4301,3,1,604000,
4302,4,1,374000,
4303,2,1,5800000,
4304,2,1,4200000,
4305,5,1,2800000,
4306,3,0,810000,
4307,2,1,549000,
4308,8,1,1500000,
4309,6,1,3000000,
4310,5,0,253000,
4311,4,1,1100000,
4312,6,1,699000,
4313,4,1,419000,
4314,6,1,24000000,
4315,5,1,716000,
4316,5,1,4200000,
4317,6,0,360000,
4318,2,0,663000,
4319,2,1,707000,
4320,8,1,1700000,
4321,8,1,826000,
4322,5,1,1800000,
4323,5,1,1600000,
4324,7,1,289000,
4325,8,1,4500000,
4326,5,1,2900000,
4327,6,1,1500000,
4328,5,0,1000000,
4329,2,0,3100000,
4330,4,0,457000,
4331,6,1,115000,
4332,1,1,650000,
4333,3,0,374000,
4334,4,1,3200000,
4335,4,1,431000,
4336,5,1,1000000,
4337,5,1,526000,
4338,4,1,198000,
4339,3,0,188000,
4340,1,1,718000,
4341,4,0,1100000,
4342,3,1,2800000,
4343,6,0,2100000,
4344,6,1,1000000,
4345,4,1,621000,
4346,8,1,2700000,
4347,6,1,492000,
4348,5,1,2300000,
4349,5,1,324000,
4350,4,1,481000,
4351,5,1,414000,
4352,3,0,981000,
4353,5,0,831000,
4354,2,0,1200000,
4355,5,1,702000,
4356,7,1,348000,
4357,5,0,383000,
4358,7,0,808000,
4359,6,0,870000,
4360,5,1,936000,
4361,3,1,1800000,
4362,5,0,397000,
4363,6,1,1400000,
4364,3,1,194000,
4365,3,1,2400000,
4366,4,1,754000,
4367,3,1,577000,
4368,6,1,2700000,
4369,3,1,1500000,
4370,3,1,2100000,
4371,5,1,2500000,
4372,4,1,1400000,
4373,2,0,618000,
4374,6,1,2400000,
4375,6,1,922000,
4376,5,1,703000,
4377,3,1,837000,
4378,6,1,1000000,
4379,4,1,12000000,
4380,4,0,8700000,
4381,5,1,8400000,
4382,3,1,237000,
4383,6,1,395000,
4384,5,1,3200000,
4385,5,1,1300000,
4386,5,1,646000,
4387,7,0,1000000,
4388,6,1,880000,
4389,4,1,361000,
4390,7,1,293000,
4391,2,1,1100000,
4392,5,1,2100000,
4393,5,1,1000000,
4394,1,1,1800000,
4395,1,1,932000,
4396,4,0,1000000,
4397,3,1,614000,
4398,7,1,2300000,
4399,3,0,741000,
4400,5,1,3600000,
4401,4,1,832000,
4402,5,1,994000,
4403,5,0,583000,
4404,5,1,1100000,
4405,5,0,4400000,
4406,4,0,1700000,
4407,5,1,31000000,
4408,7,1,655000,
4409,3,1,1100000,
4410,4,1,5000000,
4411,3,1,586000,
4412,4,1,1200000,
4413,6,1,9900000,
4414,2,1,5600000,
4415,5,0,662000,
4416,5,0,2100000,
4417,3,1,912000,
4418,3,1,3000000,
4419,4,0,438000,
4420,7,1,809000,
4421,3,1,1900000,
4422,1,0,1600000,
4423,4,1,569000,
4424,5,1,953000,
4425,7,0,2100000,
4426,6,0,1800000,
4427,3,1,316000,
4428,4,1,828000,
4429,5,1,1000000,
4430,5,1,1000000,
4431,3,0,1500000,
4432,5,0,1100000,
4433,4,0,1000000,
4434,4,1,792000,
4435,4,1,678000,
4436,2,1,905000,
4437,7,1,2000000,
4438,7,1,1100000,
4439,4,1,904000,
4440,6,0,1500000,
4441,4,1,1400000,
4442,8,1,6200000,
4443,5,0,1200000,
4444,4,1,951000,
4445,4,1,453000,
4446,5,1,1000000,
4447,1,1,1500000,
4448,4,1,2500000,
4449,6,1,664000,
4450,4,1,1800000,
4451,6,0,2700000,
4452,5,1,1300000,
4453,5,1,10000000,
4454,3,1,1000000,
4455,4,1,2200000,
4456,7,1,1600000,
4457,7,1,852000,
4458,7,1,8800000,
4459,5,1,4200000,
4460,2,0,3300000,
4461,2,0,1900000,
4462,5,1,612000,
4463,1,1,2100000,
4464,6,0,849000,
4465,5,1,840000,
4466,4,1,571000,
4467,5,1,800000,
4468,5,1,1100000,
4469,5,1,1600000,
4470,6,1,14000000,
4471,6,1,929000,
4472,3,1,700000,
4473,7,0,2200000,
4474,5,1,1900000,
4475,7,0,1000000,
4476,4,0,827000,
4477,4,1,2400000,
4478,5,1,919000,
4479,5,1,1000000,
4480,3,0,904000,
4481,5,1,1200000,
4482,4,1,719000,
4483,5,1,1600000,
4484,7,1,1000000,
4485,7,0,1900000,
4486,3,1,1200000,
4487,5,1,523000,
4488,3,1,2400000,
4489,6,1,3500000,
4490,6,1,866000,
4491,3,1,1600000,
4492,7,1,1500000,
4493,6,1,1900000,
4494,6,1,980000,
4495,5,1,260000,
4496,4,1,926000,
4497,5,1,1300000,
4498,3,0,829000,
4499,6,1,738000,
4500,6,1,1800000,
4501,2,0,376000,
4502,5,1,7900000,
4503,2,1,1600000,
4504,5,1,2100000,
4505,4,1,1800000,
4506,5,1,1100000,
4507,4,1,1400000,
4508,8,1,754000,
4509,5,1,6100000,
4510,1,0,819000,
4511,5,1,2500000,
4512,5,1,2400000,
4513,8,1,1800000,
4514,4,1,1600000,
4515,5,1,764000,
4516,5,0,1000000,
4517,4,1,5900000,
4518,6,0,1800000,
4519,4,1,1700000,
4520,5,1,1000000,
4521,3,1,1000000,
4522,5,1,1100000,
4523,8,0,8199999,
4524,7,0,583000,
4525,6,1,1600000,
4526,3,1,5200000,
4527,5,1,1800000,
4528,2,1,719000,
4529,4,0,1900000,
4530,3,1,1300000,
4531,4,1,1900000,
4532,8,1,12000000,
4533,6,1,714000,
4534,3,1,2400000,
4535,7,0,1000000,
4536,6,1,2500000,
4537,4,0,1000000,
4538,1,1,3300000,
4539,5,0,1000000,
4540,4,1,4900000,
4541,3,1,3300000,
4542,6,0,2000000,
4543,2,1,1600000,
4544,4,1,2400000,
4545,4,0,467000,
4546,7,0,1400000,
4547,5,1,1600000,
4548,4,1,1000000,
4549,4,1,3400000,
4550,7,1,15000000,
4551,4,0,652000,
4552,7,1,3500000,
4553,5,1,1300000,
4554,3,1,1400000,
4555,7,1,695000,
4556,5,1,3000000,
4557,6,1,5900000,
4558,5,1,1100000,
4559,4,1,3100000,
4560,7,1,2100000,
4561,4,0,1100000,
4562,10,0,3300000,
4563,7,0,994000,
4564,5,0,877000,
4565,4,1,481000,
4566,3,1,559000,
4567,6,0,670000,
4568,9,0,973000,
4569,7,1,865000,
4570,7,1,787000,
4571,5,1,1100000,
4572,5,1,4000000,
4573,3,1,842000,
4574,5,0,2800000,
4575,5,1,2100000,
4576,4,0,476000,
4577,5,1,1200000,
4578,6,1,5100000,
4579,3,0,839000,
4580,5,1,4000000,
4581,7,1,1500000,
4582,3,1,863000,
4583,7,1,405000,
4584,4,1,529000,
4585,2,1,508000,
4586,5,1,1400000,
4587,6,1,613000,
4588,5,1,4500000,
4589,2,1,902000,
4590,5,1,580000,
4591,5,1,696000,
4592,6,1,621000,
4593,3,1,1000000,
4594,6,1,1400000,
4595,5,1,1600000,
4596,8,1,1500000,
4597,5,1,2000000,
4598,6,1,868000,
4599,5,1,3400000,
4600,8,1,1000000,
4601,4,1,1400000,
4602,4,1,2300000,
4603,6,1,5600000,
4604,4,1,1200000,
4605,4,0,56000000,
4606,5,0,1400000,
4607,7,1,11000000,
4608,5,1,994000,
4609,3,0,2400000,
4610,5,1,1400000,
4611,4,1,2500000,
4612,5,1,2300000,
4613,7,1,1100000,
4614,6,0,1600000,
4615,4,1,3300000,
4616,7,0,703000,
4617,5,1,969000,
4618,9,1,642000,
4619,4,1,1600000,
4620,6,1,2700000,
4621,6,0,2400000,
4622,5,1,1300000,
4623,6,1,6100000,
4624,1,0,610000,
4625,5,1,549000,
4626,6,1,413000,
4627,4,1,1200000,
4628,7,0,635000,
4629,5,1,2600000,
4630,6,1,1800000,
4631,2,1,1400000,
4632,4,0,719000,
4633,5,1,1900000,
4634,6,1,367000,
4635,4,1,1000000,
4636,6,1,1400000,
4637,3,0,755000,
4638,8,1,543000,
4639,3,1,627000,
4640,6,1,1300000,
4641,6,0,964000,
4642,6,0,459000,
4643,5,1,635000,
4644,3,1,1200000,
4645,5,0,742000,
4646,6,1,781000,
4647,4,1,932000,
4648,5,1,994000,
4649,5,0,1800000,
4650,1,1,1500000,
4651,8,1,317000,
4652,3,0,2200000,
4653,5,1,470000,
4654,9,1,389000,
4655,6,1,1500000,
4656,5,0,1400000,
4657,6,1,4300000,
4658,13,1,955000,
4659,6,1,376000,
4660,4,1,1100000,
4661,5,1,1300000,
4662,12,0,1200000,
4663,7,0,449000,
4664,4,1,1200000,
4665,3,1,1100000,
4666,3,1,122000,
4667,6,1,1900000,
4668,7,1,980000,
4669,6,1,556000,
4670,5,1,291000,
4671,5,1,5400000,
4672,7,0,1300000,
4673,3,1,872000,
4674,5,1,711000,
4675,11,0,3300000,
4676,6,1,1900000,
4677,7,1,657000,
4678,3,1,1000000,
4679,5,1,594000,
4680,3,0,424000,
4681,5,0,491000,
4682,3,0,3300000,
4683,5,1,1700000,
4684,5,1,7300000,
4685,5,0,1000000,
4686,6,1,1700000,
4687,4,0,2500000,
4688,6,1,1600000,
4689,5,1,600000,
4690,5,1,518000,
4691,3,1,614000,
4692,5,1,641000,
4693,5,1,3500000,
4694,8,1,958000,
4695,8,0,7100000,
4696,8,1,1200000,
4697,2,1,864000,
4698,5,1,359000,
4699,4,1,1200000,
4700,7,1,524000,
4701,4,1,1200000,
4702,7,1,3400000,
4703,4,1,377000,
4704,6,1,798000,
4705,5,1,240000,
4706,4,1,3800000,
4707,5,1,581000,
4708,6,0,2800000,
4709,8,0,1300000,
4710,4,0,998000,
4711,5,1,2800000,
4712,4,0,2500000,
4713,4,1,869000,
4714,4,1,2500000,
4715,8,1,860000,
4716,3,1,4500000,
4717,4,0,571000,
4718,8,1,822000,
4719,6,0,1500000,
4720,4,1,1600000,
4721,6,1,2000000,
4722,7,1,455000,
4723,2,1,781000,
4724,7,1,1000000,
4725,3,0,1200000,
4726,6,0,1100000,
4727,5,1,949000,
4728,4,1,725000,
4729,5,1,3300000,
4730,4,0,882000,
4731,6,1,1900000,
4732,6,1,564000,
4733,5,1,992000,
4734,4,1,2900000,
4735,5,1,1700000,
4736,7,1,1700000,
4737,4,1,1200000,
4738,4,1,444000,
4739,6,1,1500000,
4740,7,1,1200000,
4741,5,1,2000000,
4742,5,0,1800000,
4743,6,1,1600000,
4744,6,1,1900000,
4745,3,1,438000,
4746,6,1,628000,
4747,7,1,719000,
4748,6,0,1200000,
4749,5,1,1200000,
4750,5,0,10000000,
4751,5,1,1300000,
4752,6,1,704000,
4753,4,1,455000,
4754,5,1,2900000,
4755,6,1,5400000,
4756,4,0,1300000,
4757,5,1,3800000,
4758,5,1,2900000,
4759,5,0,402000,
4760,5,1,990000,
4761,6,1,1800000,
4762,5,1,630000,
4763,5,0,795000,
4764,5,1,885000,
4765,5,1,57000000,
4766,5,1,1500000,
4767,1,1,2500000,
4768,5,1,708000,
4769,6,0,716000,
4770,6,1,1900000,
4771,2,0,617000,
4772,6,1,619000,
4773,3,1,7000000,
4774,4,1,330000,
4775,1,1,5900000,
4776,6,1,697000,
4777,7,1,635000,
4778,7,1,789000,
4779,5,1,911000,
4780,5,1,1300000,
4781,5,1,2300000,
4782,5,1,1000000,
4783,6,1,498000,
4784,11,1,2300000,
4785,4,1,614000,
4786,1,1,1700000,
4787,5,1,487000,
4788,6,0,6700000,
4789,5,1,9600000,
4790,2,1,810000,
4791,6,0,1200000,
4792,5,1,1100000,
4793,4,1,206000,
4794,3,1,1400000,
4795,8,1,817000,
4796,4,1,1000000,
4797,8,1,389000,
4798,5,1,7000000,
4799,7,0,919000,
4800,4,1,868000,
4801,6,1,6100000,
4802,1,1,500000,
4803,6,1,455000,
4804,6,1,802000,
4805,6,1,846000,
4806,5,1,1200000,
4807,8,1,2400000,
4808,2,1,646000,
4809,6,1,796000,
4810,5,0,1100000,
4811,4,0,4099999,
4812,6,1,2300000,
4813,5,1,690000,
4814,8,1,782000,
4815,4,0,1000000,
4816,6,1,6600000,
4817,6,1,3400000,
4818,6,0,874000,
4819,5,0,965000,
4820,7,0,6200000,
4821,5,1,806000,
4822,8,1,760000,
4823,3,1,719000,
4824,3,1,8100000,
4825,4,1,2600000,
4826,5,1,779000,
4827,2,1,1800000,
4828,5,1,10000000,
4829,5,1,899000,
4830,5,1,529000,
4831,8,1,864000,
4832,8,1,555000,
4833,6,1,610000,
4834,6,0,623000,
4835,5,0,1500000,
4836,1,1,4000000,
4837,6,1,970000,
4838,4,1,1500000,
4839,6,1,926000,
4840,7,1,1000000,
4841,3,1,791000,
4842,5,1,327000,
4843,3,0,593000,
4844,3,1,1900000,
4845,6,0,517000,
4846,8,1,28000000,
4847,4,1,1100000,
4848,3,0,56000,
4849,5,0,418000,
4850,1,0,1700000,
4851,6,0,481000,
4852,7,1,161000,
4853,4,1,665000,
4854,5,1,653000,
4855,3,0,826000,
4856,7,0,529000,
4857,6,1,4400000,
4858,3,1,1900000,
4859,5,0,2300000,
4860,3,1,900000,
4861,6,0,169000,
4862,6,1,491000,
4863,6,1,488000,
4864,4,1,847000,
4865,6,0,617000,
4866,2,1,1000000,
4867,5,1,637000,
4868,8,1,2300000,
4869,4,1,610000,
4870,5,1,769000,
4871,6,0,678000,
4872,7,0,379000,
4873,5,1,944000,
4874,4,1,1200000,
4875,5,0,4900000,
4876,4,1,601000,
